Date,Custody/AOR/Facility,Confirmed cases currently under isolation or monitoring,Detainee deaths,Total confirmed COVID-19 cases
09/16/2021,Polk County Jail,0,0,15
09/16/2021,Pottawattamie County Jail,0,0,2
09/16/2021,Sherburne County Jail,0,0,2
09/16/2021,Caroline Detention Facility,1,0,91
09/16/2021,Immigration Centers of America - Farmville,0,1,339
09/16/2021,Best Western Hotel - El Paso,42,0,310
09/16/2021,Comfort Suites - El Paso,0,0,297
09/16/2021,Holiday Inn - Chandler,9,0,269
09/16/2021,La Quinta - Pearsall (House of Peace),65,0,183
09/16/2021,Sure Stay - Phoenix (House of Joy),8,0,253
09/16/2021,Wingate by Wyndham (House of Hope),26,0,175
09/18/2021,Charleston County Detention Center,0,0,2
09/18/2021,Columbia Regional Care Center,0,0,1
09/18/2021,Folkston Annex (IHSC),2,0,63
09/18/2021,Folkston ICE Processing Center (Main),2,0,296
09/18/2021,Irwin County Detention Center,0,0,146
09/18/2021,Robert A. Deyton Detention Center,0,0,6
09/18/2021,Sheriff Al Cannon Detention Center,0,0,1
09/18/2021,Stewart Detention Center,18,4,980
09/18/2021,Howard County Detention Center,0,0,2
09/18/2021,Worcester County Jail,0,0,2
09/18/2021,Bristol County Detention Center,0,0,9
09/18/2021,Cumberland County Jail,0,0,1
09/18/2021,Franklin County House of Corrections,0,0,9
09/18/2021,Plymouth County Correctional Facility,1,0,9
09/18/2021,Strafford County Corrections,0,0,20
09/18/2021,Wyatt Detention Center,0,0,60
09/18/2021,Buffalo (Batavia) Service Processing Center,6,0,138
09/18/2021,Boone County Jail,0,0,11
09/18/2021,Chase County Detention Facility,8,0,153
09/18/2021,Clay County Justice Center,0,0,43
09/18/2021,Dodge County Jail,1,0,5
09/18/2021,Kankakee County Detention Center,0,0,22
09/18/2021,Kay County Detention Center,2,0,12
09/18/2021,Lincoln County Detention Center,0,0,1
09/18/2021,McHenry County Adult Correctional Facility,0,0,25
09/18/2021,Montgomery County Jail,0,0,1
09/18/2021,Morgan County Detention Center,0,0,3
09/18/2021,Pulaski County Detention Center,4,0,119
09/18/2021,Bluebonnet Detention Facility,5,0,646
09/18/2021,Eden Detention Center,0,0,201
09/18/2021,Johnson County Law Enforcement Center,0,0,4
09/18/2021,Kay County Detention Center,0,0,1
09/18/2021,Moore Detention Center,0,0,101
09/18/2021,Prairieland Detention Facility,1,0,400
09/18/2021,Rolling Plains Detention Center,0,0,65
09/18/2021,Aurora Contract Detention Facility,6,0,466
09/18/2021,Butler County Jail,0,0,2
09/18/2021,Calhoun County Correctional Center,0,0,60
09/18/2021,Geauga County Jail,0,0,11
09/18/2021,Monroe County Detention,0,0,1
09/18/2021,Monroe County Detention - Dorm,0,0,1
09/18/2021,Monroe County Jail,0,0,1
09/18/2021,Morrow County Correctional Facility,0,0,51
09/18/2021,Saint Clair County Jail,0,0,15
09/18/2021,Seneca County Jail,0,0,14
09/18/2021,Cibola County Correctional Center,0,0,22
09/18/2021,El Paso Service Processing Center,14,0,796
09/18/2021,Otero County Processing Center,0,0,513
09/18/2021,Torrance County Detention Center,8,0,370
09/18/2021,Coastal Bend Detention Center,1,0,18
09/18/2021,Houston Contract Detention Facility,14,0,673
09/18/2021,IAH Polk Adult Detention Facility,52,0,559
09/18/2021,Joe Corley Detention Center,0,1,424
09/18/2021,Montgomery Processing Center (Houston),7,0,594
09/18/2021,Adelanto ICE Processing Center,0,0,271
09/18/2021,Desert View Annex,0,0,19
09/18/2021,Baker County Detention Center,3,0,24
09/18/2021,Broward Transitional Center,8,0,346
09/18/2021,Glades County Detention Center,2,1,199
09/18/2021,Krome North Service Processing Center,8,0,281
09/18/2021,Larkin Behavioral Health Center,0,0,2
09/18/2021,San Juan Staging Facility,0,0,5
09/18/2021,Wakulla County Jail,0,0,43
09/18/2021,Elizabeth Detention Center,9,0,116
09/18/2021,Essex County Jail,0,0,24
09/18/2021,Adams County Correctional Center,24,0,903
09/18/2021,Alexandria Staging Facility,1,0,275
09/18/2021,Allen Parish Detention Center,0,0,19
09/18/2021,Catahoula Correctional Center,0,0,119
09/18/2021,Etowah County Jail,2,0,78
09/18/2021,Hancock County Jail,0,0,1
09/18/2021,Jackson Parish Correctional,3,0,385
09/18/2021,LaSalle ICE Processing Center - Jena,1,0,280
09/18/2021,LaSalle ICE Processing Center - Olla,0,0,25
09/18/2021,Pine Prairie ICE Processing Center,2,0,150
09/18/2021,Richwood Correctional Center,1,0,574
09/18/2021,River Correctional Center,0,0,116
09/18/2021,South Louisiana Correctional Center,5,0,129
09/18/2021,Winn Correctional Center,9,1,462
09/18/2021,Bergen County Jail,0,0,26
09/18/2021,Hudson County Jail,0,0,14
09/18/2021,Orange County Jail,0,0,6
09/18/2021,Berks Family Residential Center,0,0,5
09/18/2021,Cambria County Prison,0,0,15
09/18/2021,Clinton County Correctional Facility,0,0,66
09/18/2021,Pike County Correctional Facility,0,0,38
09/18/2021,South Central Regional Jail,0,0,2
09/18/2021,York County Prison,0,0,357
09/18/2021,CCA Florence Correctional Center,5,0,403
09/18/2021,Eloy Federal Contract Facility,7,0,978
09/18/2021,Florence Correctional Center,0,0,4
09/18/2021,Florence Detention Center,3,0,163
09/18/2021,La Palma Correctional Facility,10,0,"1,790"
09/18/2021,Cache County Jail,0,0,15
09/18/2021,Henderson Detention Center,0,0,37
09/18/2021,Nevada Southern Detention Center,0,0,31
09/18/2021,Nye County Jail,1,0,82
09/18/2021,Washington County Jail,0,0,6
09/18/2021,El Valle Detention Facility,20,0,724
09/18/2021,Karnes County Residential Center,39,0,"1,278"
09/18/2021,Laredo Processing Center,3,0,188
09/18/2021,LaSalle County Regional Detention Center,0,0,11
09/18/2021,Limestone County Detention Center,0,0,283
09/18/2021,Port Isabel Detention Center,10,0,"1,519"
09/18/2021,Rio Grande Detention Center,4,0,393
09/18/2021,South Texas Family Residential Center (Dilley),24,0,"1,441"
09/18/2021,South Texas ICE Processing Center (Pearsall),7,0,"1,021"
09/18/2021,T. Don Hutto Residential Center,0,0,60
09/18/2021,Webb County Detention Center (CCA),5,0,255
09/18/2021,Imperial Regional Detention Facility,0,0,330
09/18/2021,Otay Mesa Detention Center (San Diego CDF),7,1,538
09/18/2021,San Luis Regional Detention Center,1,0,95
09/18/2021,Golden State Annex Facility,0,0,6
09/18/2021,Mesa Verde ICE Processing Center,0,0,60
09/18/2021,Yuba County Jail,0,0,7
09/18/2021,Northwest ICE Processing Center (NWIPC),5,0,303
09/18/2021,Douglas County Corrections,0,0,1
09/18/2021,Freeborn County Adult Detention Center,0,0,6
09/18/2021,Hall County Sheriff,0,0,2
09/18/2021,Hardin County Jail,0,0,7
09/18/2021,Kandiyoh County Jail,0,0,41
09/18/2021,Linn County Jail,0,0,2
09/18/2021,Nobles County Jail,0,0,2
09/18/2021,Phelps County Jail,0,0,2
09/18/2021,Polk County Jail,0,0,15
09/18/2021,Pottawattamie County Jail,0,0,2
09/18/2021,Sherburne County Jail,0,0,2
09/18/2021,Caroline Detention Facility,1,0,91
09/18/2021,Immigration Centers of America - Farmville,0,1,339
09/18/2021,Best Western Hotel - El Paso,42,0,310
09/18/2021,Comfort Suites - El Paso,0,0,297
09/18/2021,Holiday Inn - Chandler,9,0,270
09/18/2021,La Quinta - Pearsall (House of Peace),65,0,183
09/18/2021,Sure Stay - Phoenix (House of Joy),8,0,253
09/18/2021,Wingate by Wyndham (House of Hope),26,0,176
09/19/2021,Charleston County Detention Center,0,0,2
09/19/2021,Columbia Regional Care Center,0,0,1
09/19/2021,Folkston Annex (IHSC),2,0,63
09/19/2021,Folkston ICE Processing Center (Main),2,0,296
09/19/2021,Irwin County Detention Center,0,0,146
09/19/2021,Robert A. Deyton Detention Center,0,0,6
09/19/2021,Sheriff Al Cannon Detention Center,0,0,1
09/19/2021,Stewart Detention Center,18,4,980
09/19/2021,Howard County Detention Center,0,0,2
09/19/2021,Worcester County Jail,0,0,2
09/19/2021,Bristol County Detention Center,0,0,9
09/19/2021,Cumberland County Jail,0,0,1
09/19/2021,Franklin County House of Corrections,0,0,9
09/19/2021,Plymouth County Correctional Facility,1,0,9
09/19/2021,Strafford County Corrections,0,0,20
09/19/2021,Wyatt Detention Center,0,0,60
09/19/2021,Buffalo (Batavia) Service Processing Center,6,0,138
09/19/2021,Boone County Jail,0,0,11
09/19/2021,Chase County Detention Facility,8,0,153
09/19/2021,Clay County Justice Center,0,0,43
09/19/2021,Dodge County Jail,1,0,5
09/19/2021,Kankakee County Detention Center,0,0,22
09/19/2021,Kay County Detention Center,2,0,12
09/19/2021,Lincoln County Detention Center,0,0,1
09/19/2021,McHenry County Adult Correctional Facility,0,0,25
09/19/2021,Montgomery County Jail,0,0,1
09/19/2021,Morgan County Detention Center,0,0,3
09/19/2021,Pulaski County Detention Center,4,0,119
09/19/2021,Bluebonnet Detention Facility,5,0,646
09/19/2021,Eden Detention Center,0,0,201
09/19/2021,Johnson County Law Enforcement Center,0,0,4
09/19/2021,Kay County Detention Center,0,0,1
09/19/2021,Moore Detention Center,0,0,101
09/19/2021,Prairieland Detention Facility,1,0,400
09/19/2021,Rolling Plains Detention Center,0,0,65
09/19/2021,Aurora Contract Detention Facility,6,0,466
09/19/2021,Butler County Jail,0,0,2
09/19/2021,Calhoun County Correctional Center,0,0,60
09/19/2021,Geauga County Jail,0,0,11
09/19/2021,Monroe County Detention,0,0,1
09/19/2021,Monroe County Detention - Dorm,0,0,1
09/19/2021,Monroe County Jail,0,0,1
09/19/2021,Morrow County Correctional Facility,0,0,51
09/19/2021,Saint Clair County Jail,0,0,15
09/19/2021,Seneca County Jail,0,0,14
09/19/2021,Cibola County Correctional Center,0,0,22
09/19/2021,El Paso Service Processing Center,14,0,796
09/19/2021,Otero County Processing Center,0,0,513
09/19/2021,Torrance County Detention Center,8,0,370
09/19/2021,Coastal Bend Detention Center,1,0,18
09/19/2021,Houston Contract Detention Facility,14,0,673
09/19/2021,IAH Polk Adult Detention Facility,52,0,559
09/19/2021,Joe Corley Detention Center,0,1,424
09/19/2021,Montgomery Processing Center (Houston),7,0,594
09/19/2021,Adelanto ICE Processing Center,0,0,271
09/19/2021,Desert View Annex,0,0,19
09/19/2021,Baker County Detention Center,3,0,24
09/19/2021,Broward Transitional Center,8,0,346
09/19/2021,Glades County Detention Center,2,1,199
09/19/2021,Krome North Service Processing Center,8,0,281
09/19/2021,Larkin Behavioral Health Center,0,0,2
09/19/2021,San Juan Staging Facility,0,0,5
09/19/2021,Wakulla County Jail,0,0,43
09/19/2021,Elizabeth Detention Center,9,0,116
09/19/2021,Essex County Jail,0,0,24
09/19/2021,Adams County Correctional Center,24,0,903
09/19/2021,Alexandria Staging Facility,1,0,275
09/19/2021,Allen Parish Detention Center,0,0,19
09/19/2021,Catahoula Correctional Center,0,0,119
09/19/2021,Etowah County Jail,2,0,78
09/19/2021,Hancock County Jail,0,0,1
09/19/2021,Jackson Parish Correctional,3,0,385
09/19/2021,LaSalle ICE Processing Center - Jena,1,0,280
09/19/2021,LaSalle ICE Processing Center - Olla,0,0,25
09/19/2021,Pine Prairie ICE Processing Center,2,0,150
09/19/2021,Richwood Correctional Center,1,0,574
09/19/2021,River Correctional Center,0,0,116
09/19/2021,South Louisiana Correctional Center,5,0,129
09/19/2021,Winn Correctional Center,9,1,462
09/19/2021,Bergen County Jail,0,0,26
09/19/2021,Hudson County Jail,0,0,14
09/19/2021,Orange County Jail,0,0,6
09/19/2021,Berks Family Residential Center,0,0,5
09/19/2021,Cambria County Prison,0,0,15
09/19/2021,Clinton County Correctional Facility,0,0,66
09/19/2021,Pike County Correctional Facility,0,0,38
09/19/2021,South Central Regional Jail,0,0,2
09/19/2021,York County Prison,0,0,357
09/19/2021,CCA Florence Correctional Center,5,0,403
09/19/2021,Eloy Federal Contract Facility,7,0,978
09/19/2021,Florence Correctional Center,0,0,4
09/19/2021,Florence Detention Center,3,0,163
09/19/2021,La Palma Correctional Facility,10,0,"1,790"
09/19/2021,Cache County Jail,0,0,15
09/19/2021,Henderson Detention Center,0,0,37
09/19/2021,Nevada Southern Detention Center,0,0,31
09/19/2021,Nye County Jail,1,0,82
09/19/2021,Washington County Jail,0,0,6
09/19/2021,El Valle Detention Facility,20,0,724
09/19/2021,Karnes County Residential Center,39,0,"1,278"
09/19/2021,Laredo Processing Center,3,0,188
09/19/2021,LaSalle County Regional Detention Center,0,0,11
09/19/2021,Limestone County Detention Center,0,0,283
09/19/2021,Port Isabel Detention Center,10,0,"1,519"
09/19/2021,Rio Grande Detention Center,4,0,393
09/19/2021,South Texas Family Residential Center (Dilley),24,0,"1,441"
09/19/2021,South Texas ICE Processing Center (Pearsall),7,0,"1,021"
09/19/2021,T. Don Hutto Residential Center,0,0,60
09/19/2021,Webb County Detention Center (CCA),5,0,255
09/19/2021,Imperial Regional Detention Facility,0,0,330
09/19/2021,Otay Mesa Detention Center (San Diego CDF),7,1,538
09/19/2021,San Luis Regional Detention Center,1,0,95
09/19/2021,Golden State Annex Facility,0,0,6
09/19/2021,Mesa Verde ICE Processing Center,0,0,60
09/19/2021,Yuba County Jail,0,0,7
09/19/2021,Northwest ICE Processing Center (NWIPC),5,0,303
09/19/2021,Douglas County Corrections,0,0,1
09/19/2021,Freeborn County Adult Detention Center,0,0,6
09/19/2021,Hall County Sheriff,0,0,2
09/19/2021,Hardin County Jail,0,0,7
09/19/2021,Kandiyoh County Jail,0,0,41
09/19/2021,Linn County Jail,0,0,2
09/19/2021,Nobles County Jail,0,0,2
09/19/2021,Phelps County Jail,0,0,2
09/19/2021,Polk County Jail,0,0,15
09/19/2021,Pottawattamie County Jail,0,0,2
09/19/2021,Sherburne County Jail,0,0,2
09/19/2021,Caroline Detention Facility,1,0,91
09/19/2021,Immigration Centers of America - Farmville,0,1,339
09/19/2021,Best Western Hotel - El Paso,42,0,310
09/19/2021,Comfort Suites - El Paso,0,0,297
09/19/2021,Holiday Inn - Chandler,9,0,270
09/19/2021,La Quinta - Pearsall (House of Peace),65,0,183
09/19/2021,Sure Stay - Phoenix (House of Joy),8,0,253
09/19/2021,Wingate by Wyndham (House of Hope),26,0,176
09/20/2021,Charleston County Detention Center,0,0,2
09/20/2021,Columbia Regional Care Center,0,0,1
09/20/2021,Folkston Annex (IHSC),2,0,63
09/20/2021,Folkston ICE Processing Center (Main),2,0,296
09/20/2021,Irwin County Detention Center,0,0,146
09/20/2021,Robert A. Deyton Detention Center,0,0,6
09/20/2021,Sheriff Al Cannon Detention Center,0,0,1
09/20/2021,Stewart Detention Center,19,4,981
09/20/2021,Howard County Detention Center,0,0,2
09/20/2021,Worcester County Jail,0,0,2
09/20/2021,Bristol County Detention Center,0,0,9
09/20/2021,Cumberland County Jail,0,0,1
09/20/2021,Franklin County House of Corrections,0,0,9
09/20/2021,Plymouth County Correctional Facility,1,0,9
09/20/2021,Strafford County Corrections,0,0,20
09/20/2021,Wyatt Detention Center,0,0,60
09/20/2021,Buffalo (Batavia) Service Processing Center,6,0,138
09/20/2021,Boone County Jail,0,0,11
09/20/2021,Chase County Detention Facility,8,0,153
09/20/2021,Clay County Justice Center,1,0,43
09/20/2021,Dodge County Jail,1,0,6
09/20/2021,Kankakee County Detention Center,0,0,22
09/20/2021,Kay County Detention Center,2,0,12
09/20/2021,Lincoln County Detention Center,0,0,1
09/20/2021,McHenry County Adult Correctional Facility,0,0,25
09/20/2021,Montgomery County Jail,0,0,1
09/20/2021,Morgan County Detention Center,0,0,3
09/20/2021,Pulaski County Detention Center,4,0,119
09/20/2021,Bluebonnet Detention Facility,6,0,648
09/20/2021,Eden Detention Center,0,0,201
09/20/2021,Johnson County Law Enforcement Center,0,0,4
09/20/2021,Kay County Detention Center,0,0,1
09/20/2021,Moore Detention Center,0,0,101
09/20/2021,Prairieland Detention Facility,1,0,402
09/20/2021,Rolling Plains Detention Center,0,0,65
09/20/2021,Aurora Contract Detention Facility,1,0,467
09/20/2021,Butler County Jail,0,0,2
09/20/2021,Calhoun County Correctional Center,0,0,60
09/20/2021,Geauga County Jail,0,0,11
09/20/2021,Monroe County Detention,0,0,1
09/20/2021,Monroe County Detention - Dorm,0,0,1
09/20/2021,Monroe County Jail,0,0,1
09/20/2021,Morrow County Correctional Facility,0,0,51
09/20/2021,Saint Clair County Jail,0,0,15
09/20/2021,Seneca County Jail,0,0,14
09/20/2021,Cibola County Correctional Center,0,0,22
09/20/2021,El Paso Service Processing Center,14,0,796
09/20/2021,Otero County Processing Center,0,0,513
09/20/2021,Torrance County Detention Center,8,0,370
09/20/2021,Coastal Bend Detention Center,0,0,18
09/20/2021,Houston Contract Detention Facility,13,0,677
09/20/2021,IAH Polk Adult Detention Facility,61,0,575
09/20/2021,Joe Corley Detention Center,0,1,424
09/20/2021,Limestone County Detention Center,4,1,6
09/20/2021,Montgomery Processing Center (Houston),4,0,595
09/20/2021,Adelanto ICE Processing Center,0,0,271
09/20/2021,Desert View Annex,0,0,19
09/20/2021,Baker County Detention Center,4,0,25
09/20/2021,Broward Transitional Center,12,0,351
09/20/2021,Glades County Detention Center,2,1,199
09/20/2021,Krome North Service Processing Center,8,0,281
09/20/2021,Larkin Behavioral Health Center,0,0,2
09/20/2021,San Juan Staging Facility,0,0,5
09/20/2021,Wakulla County Jail,0,0,43
09/20/2021,Elizabeth Detention Center,1,0,117
09/20/2021,Essex County Jail,0,0,24
09/20/2021,Adams County Correctional Center,21,0,908
09/20/2021,Alexandria Staging Facility,1,0,275
09/20/2021,Allen Parish Detention Center,0,0,19
09/20/2021,Catahoula Correctional Center,0,0,119
09/20/2021,Etowah County Jail,2,0,78
09/20/2021,Hancock County Jail,0,0,1
09/20/2021,Jackson Parish Correctional,2,0,385
09/20/2021,LaSalle ICE Processing Center - Jena,1,0,280
09/20/2021,LaSalle ICE Processing Center - Olla,0,0,25
09/20/2021,Pine Prairie ICE Processing Center,0,0,150
09/20/2021,Richwood Correctional Center,1,0,574
09/20/2021,River Correctional Center,0,0,116
09/20/2021,South Louisiana Correctional Center,4,0,129
09/20/2021,Winn Correctional Center,13,1,466
09/20/2021,Bergen County Jail,0,0,26
09/20/2021,Hudson County Jail,0,0,14
09/20/2021,Orange County Jail,0,0,6
09/20/2021,Berks Family Residential Center,0,0,5
09/20/2021,Cambria County Prison,0,0,15
09/20/2021,Clinton County Correctional Facility,0,0,66
09/20/2021,Pike County Correctional Facility,0,0,38
09/20/2021,South Central Regional Jail,0,0,2
09/20/2021,York County Prison,0,0,357
09/20/2021,CCA Florence Correctional Center,5,0,403
09/20/2021,Eloy Federal Contract Facility,9,0,981
09/20/2021,Florence Correctional Center,0,0,4
09/20/2021,Florence Detention Center,3,0,163
09/20/2021,La Palma Correctional Facility,15,0,"1,795"
09/20/2021,Cache County Jail,0,0,15
09/20/2021,Henderson Detention Center,0,0,37
09/20/2021,Nevada Southern Detention Center,0,0,31
09/20/2021,Nye County Jail,1,0,82
09/20/2021,Washington County Jail,0,0,6
09/20/2021,El Valle Detention Facility,18,0,727
09/20/2021,Karnes County Residential Center,47,0,"1,286"
09/20/2021,Laredo Processing Center,6,0,191
09/20/2021,LaSalle County Regional Detention Center,0,0,11
09/20/2021,Limestone County Detention Center,0,0,283
09/20/2021,Port Isabel Detention Center,19,0,"1,531"
09/20/2021,Rio Grande Detention Center,4,0,393
09/20/2021,South Texas Family Residential Center (Dilley),32,0,"1,455"
09/20/2021,South Texas ICE Processing Center (Pearsall),8,0,"1,023"
09/20/2021,T. Don Hutto Residential Center,0,0,60
09/20/2021,Webb County Detention Center (CCA),8,0,258
09/20/2021,Imperial Regional Detention Facility,0,0,330
09/20/2021,Otay Mesa Detention Center (San Diego CDF),5,1,538
09/20/2021,San Luis Regional Detention Center,0,0,95
09/20/2021,Golden State Annex Facility,0,0,6
09/20/2021,Mesa Verde ICE Processing Center,0,0,60
09/20/2021,Yuba County Jail,0,0,7
09/20/2021,Northwest ICE Processing Center (NWIPC),4,0,303
09/20/2021,Douglas County Corrections,0,0,1
09/20/2021,Freeborn County Adult Detention Center,0,0,6
09/20/2021,Hall County Sheriff,0,0,2
09/20/2021,Hardin County Jail,0,0,7
09/20/2021,Kandiyoh County Jail,0,0,41
09/20/2021,Linn County Jail,0,0,2
09/20/2021,Nobles County Jail,0,0,2
09/20/2021,Phelps County Jail,0,0,2
09/20/2021,Polk County Jail,1,0,16
09/20/2021,Pottawattamie County Jail,0,0,2
09/20/2021,Sherburne County Jail,0,0,2
09/20/2021,Caroline Detention Facility,1,0,91
09/20/2021,Immigration Centers of America - Farmville,0,1,339
09/20/2021,Best Western Hotel - El Paso,11,0,321
09/20/2021,Comfort Suites - El Paso,0,0,308
09/20/2021,Holiday Inn - Chandler,10,0,270
09/20/2021,La Quinta - Pearsall (House of Peace),67,0,184
09/20/2021,Sure Stay - Phoenix (House of Joy),6,0,255
09/20/2021,Wingate by Wyndham (House of Hope),11,0,177
09/23/2021,Charleston County Detention Center,0,0,2
09/23/2021,Columbia Regional Care Center,0,0,1
09/23/2021,Folkston Annex (IHSC),2,0,63
09/23/2021,Folkston ICE Processing Center (Main),2,0,296
09/23/2021,Irwin County Detention Center,0,0,146
09/23/2021,Robert A. Deyton Detention Center,0,0,6
09/23/2021,Sheriff Al Cannon Detention Center,0,0,1
09/23/2021,Stewart Detention Center,26,4,"1,006"
09/23/2021,Howard County Detention Center,0,0,2
09/23/2021,Worcester County Jail,0,0,2
09/23/2021,Bristol County Detention Center,0,0,9
09/23/2021,Cumberland County Jail,0,0,1
09/23/2021,Franklin County House of Corrections,0,0,9
09/23/2021,Plymouth County Correctional Facility,1,0,9
09/23/2021,Strafford County Corrections,0,0,20
09/23/2021,Wyatt Detention Center,0,0,60
09/23/2021,Buffalo (Batavia) Service Processing Center,5,0,138
09/23/2021,Boone County Jail,0,0,11
09/23/2021,Chase County Detention Facility,6,0,153
09/23/2021,Clay County Justice Center,1,0,43
09/23/2021,Dodge County Jail,0,0,6
09/23/2021,Kankakee County Detention Center,0,0,22
09/23/2021,Kay County Detention Center,2,0,12
09/23/2021,Lincoln County Detention Center,0,0,1
09/23/2021,McHenry County Adult Correctional Facility,0,0,25
09/23/2021,Montgomery County Jail,0,0,1
09/23/2021,Morgan County Detention Center,0,0,3
09/23/2021,Pulaski County Detention Center,2,0,119
09/23/2021,Bluebonnet Detention Facility,3,0,650
09/23/2021,Eden Detention Center,0,0,201
09/23/2021,Johnson County Law Enforcement Center,0,0,4
09/23/2021,Kay County Detention Center,0,0,1
09/23/2021,Moore Detention Center,0,0,101
09/23/2021,Prairieland Detention Facility,6,0,409
09/23/2021,Rolling Plains Detention Center,0,0,65
09/23/2021,Aurora Contract Detention Facility,9,0,475
09/23/2021,Butler County Jail,0,0,2
09/23/2021,Calhoun County Correctional Center,0,0,60
09/23/2021,Geauga County Jail,0,0,11
09/23/2021,Monroe County Detention,0,0,1
09/23/2021,Monroe County Detention - Dorm,0,0,1
09/23/2021,Monroe County Jail,0,0,1
09/23/2021,Morrow County Correctional Facility,0,0,51
09/23/2021,Saint Clair County Jail,0,0,15
09/23/2021,Seneca County Jail,0,0,14
09/23/2021,Cibola County Correctional Center,0,0,22
09/23/2021,El Paso Service Processing Center,20,0,806
09/23/2021,Otero County Processing Center,10,0,523
09/23/2021,Torrance County Detention Center,8,0,370
09/23/2021,Coastal Bend Detention Center,0,0,18
09/23/2021,Houston Contract Detention Facility,6,0,679
09/23/2021,IAH Polk Adult Detention Facility,52,0,579
09/23/2021,Joe Corley Detention Center,0,1,424
09/23/2021,Limestone County Detention Center,9,1,11
09/23/2021,Montgomery Processing Center (Houston),6,0,599
09/23/2021,Adelanto ICE Processing Center,0,0,271
09/23/2021,Desert View Annex,0,0,19
09/23/2021,Baker County Detention Center,2,0,25
09/23/2021,Broward Transitional Center,11,0,353
09/23/2021,Glades County Detention Center,2,1,199
09/23/2021,Krome North Service Processing Center,8,0,287
09/23/2021,Larkin Behavioral Health Center,0,0,2
09/23/2021,San Juan Staging Facility,0,0,5
09/23/2021,Wakulla County Jail,0,0,43
09/23/2021,Elizabeth Detention Center,1,0,117
09/23/2021,Essex County Jail,0,0,24
09/23/2021,Adams County Correctional Center,6,0,908
09/23/2021,Alexandria Staging Facility,1,0,275
09/23/2021,Allen Parish Detention Center,0,0,19
09/23/2021,Catahoula Correctional Center,0,0,119
09/23/2021,Etowah County Jail,2,0,78
09/23/2021,Hancock County Jail,0,0,1
09/23/2021,Jackson Parish Correctional,2,0,387
09/23/2021,LaSalle ICE Processing Center - Jena,3,0,282
09/23/2021,LaSalle ICE Processing Center - Olla,0,0,25
09/23/2021,Pine Prairie ICE Processing Center,2,0,152
09/23/2021,Richwood Correctional Center,0,0,574
09/23/2021,River Correctional Center,0,0,116
09/23/2021,South Louisiana Correctional Center,4,0,129
09/23/2021,Winn Correctional Center,7,1,466
09/23/2021,Bergen County Jail,0,0,26
09/23/2021,Hudson County Jail,0,0,14
09/23/2021,Orange County Jail,0,0,6
09/23/2021,Berks Family Residential Center,0,0,5
09/23/2021,Cambria County Prison,0,0,15
09/23/2021,Clinton County Correctional Facility,0,0,66
09/23/2021,Pike County Correctional Facility,0,0,38
09/23/2021,South Central Regional Jail,0,0,2
09/23/2021,York County Prison,0,0,357
09/23/2021,CCA Florence Correctional Center,6,0,404
09/23/2021,Eloy Federal Contract Facility,14,0,989
09/23/2021,Florence Correctional Center,0,0,4
09/23/2021,Florence Detention Center,2,0,163
09/23/2021,La Palma Correctional Facility,13,0,"1,804"
09/23/2021,Cache County Jail,0,0,15
09/23/2021,Henderson Detention Center,0,0,37
09/23/2021,Nevada Southern Detention Center,0,0,31
09/23/2021,Nye County Jail,1,0,82
09/23/2021,Washington County Jail,0,0,6
09/23/2021,El Valle Detention Facility,18,0,741
09/23/2021,Karnes County Residential Center,66,0,"1,317"
09/23/2021,Laredo Processing Center,13,0,200
09/23/2021,LaSalle County Regional Detention Center,0,0,11
09/23/2021,Limestone County Detention Center,0,0,283
09/23/2021,Port Isabel Detention Center,26,0,"1,546"
09/23/2021,Rio Grande Detention Center,0,0,393
09/23/2021,South Texas Family Residential Center (Dilley),44,0,"1,472"
09/23/2021,South Texas ICE Processing Center (Pearsall),11,0,"1,027"
09/23/2021,T. Don Hutto Residential Center,0,0,60
09/23/2021,Webb County Detention Center (CCA),3,0,258
09/23/2021,Imperial Regional Detention Facility,3,0,333
09/23/2021,Otay Mesa Detention Center (San Diego CDF),0,1,538
09/23/2021,San Luis Regional Detention Center,0,0,95
09/23/2021,Golden State Annex Facility,0,0,6
09/23/2021,Mesa Verde ICE Processing Center,0,0,60
09/23/2021,Yuba County Jail,0,0,7
09/23/2021,Northwest ICE Processing Center (NWIPC),1,0,303
09/23/2021,Douglas County Corrections,0,0,1
09/23/2021,Freeborn County Adult Detention Center,0,0,6
09/23/2021,Hall County Sheriff,0,0,2
09/23/2021,Hardin County Jail,0,0,7
09/23/2021,Kandiyoh County Jail,0,0,41
09/23/2021,Linn County Jail,0,0,2
09/23/2021,Nobles County Jail,0,0,2
09/23/2021,Phelps County Jail,0,0,2
09/23/2021,Polk County Jail,1,0,16
09/23/2021,Pottawattamie County Jail,0,0,2
09/23/2021,Sherburne County Jail,0,0,2
09/23/2021,Caroline Detention Facility,1,0,91
09/23/2021,Immigration Centers of America - Farmville,0,1,339
09/23/2021,Best Western Hotel - El Paso,11,0,321
09/23/2021,Comfort Suites - El Paso,0,0,308
09/23/2021,Holiday Inn - Chandler,18,0,274
09/23/2021,La Quinta - Pearsall (House of Peace),52,0,200
09/23/2021,Sure Stay - Phoenix (House of Joy),13,0,255
09/23/2021,Wingate by Wyndham (House of Hope),2,0,187
09/24/2021,Charleston County Detention Center,0,0,2
09/24/2021,Columbia Regional Care Center,0,0,1
09/24/2021,Folkston Annex (IHSC),2,0,63
